DOI,Author Keywords
10.20417/nzjecol.40.37,Biodiversity conservation; Citizen science; Community environmental groups; Community-based monitoring; Environmental restoration; Partnerships; Volunteer monitoring
10.1007/978-3-319-27478-2_44,Activities; Citizen science models; Crowdsourcing; EInfrastructures; Motivation
10.3390/rs8060502,Citizen science; Forest; Landscape ecology; MODIS; Phenology; Remote sensing
10.20965/jdr.2016.p0207,Citizen science; Mobile sensing; Participatory sensing
10.1155/2016/5656245,
10.12688/f1000research.8460.1,
10.1093/reseval/rvv032,Academic reputation; Europe; Higher education; ResearchGate; Social networks
10.4018/IJAGR.2016010102,Food justice; Geoweb; Qualitative GIS; Urban food environment; Volunteered geographic information
10.1177/1474904115612486,assessment; data; governmentality; literacy; Programme for the International Assessment of Adult Competencies; Trace ethnography
10.1002/mrm.25612,4D flow; phase-contrast MRI; cardiac flow; magnetic resonance imaging; retrospective cardiac gating; spiral
10.3390/ijerph13010011,Environmental contaminants; Environmental justice; Environmental justice index; Health disparities; MapplerX; Public health exposome; Public participatory geographical information systems; Toxics release inventory
10.1016/j.jum.2015.10.001,China; OpenStreetMap; Road density; Road diversity; Spatial pattern; VGI
10.1111/cag.12225,Canada; changements climatiques; prévisions; science citoyenne; services écosystémiques
10.1186/s12913-015-1195-3,Action research; Adoption; Community nursing; Implementation; Long-term conditions; PDSA; Service improvement; Technology; Telehealth
10.1007/s13280-015-0712-2,Applications; Biodiversity; Biogeography; Citizen science; Digital conservation; Mobile apps
10.1007/s12518-015-0154-3,Co-PPGIS; Collaboration; Geographical information system; Municipal planning; PPGIS; Public participation (PP); Web-based GIS
10.1186/s12960-015-0081-8,Competencies; Developing country; District pharmacist; Participatory action research; Primary health care; Roles; South africa
10.1371/journal.pbio.1002295,
10.1145/2820783.2820833,GPS trajectory; Map augmentation; Map generation; Map integration; Morse complex; Topological method
10.1016/j.rsma.2015.08.009,Adriatic Sea; Demersal species; Electronic logbook; Experience-based knowledge; Participatory research; Self-sampling
10.1007/s13280-015-0710-4,Biodiversity monitoring; Citizen science; Data quality; eBird; Species distribution models
10.1109/eScience.2015.64,Backend as a service; Cloud workspaces; Data management; Data science; Digital repositories; EScience in the cloud; Mobile shared workspaces; Wildlife conservation
10.5194/isprsannals-II-2-W2-169-2015,
10.5194/isprsannals-II-2-W2-241-2015,
10.5194/isprsannals-II-2-W2-75-2015,
10.1016/j.neuroimage.2015.07.020,Adaptive filtering; Head motion; Simultaneous EEG-fMRI; Ultra-high field; Visual evoked potential
10.1007/s10661-016-5544-4,Beach litter; Belize; Caribbean; Central America; GIS; Marine debris
10.1016/j.jbi.2015.06.019,Clinical trial; Phase 1 volunteer; Secure multi-party computation
10.1145/2808198,Deployment; Dta; Participatory sensing; Recruitment; Tensor; Trajectory
10.1051/0004-6361/201526601,Galaxies: general; Large-scale structure of Universe; Methods: observational; Surveys
10.2471/BLT.14.151399,
10.1126/science.aab0868,
10.1007/s13347-015-0204-0,
10.1007/s12518-014-0141-0,Collaboration; Geographical information system; Municipal planning; Public participation; Web-based GIS
10.1007/s11160-015-9387-9,Cabled observatories; Citizen Science; Crawler; EMSO; Fish assemblages; Multivariate statistics; OBSEA
10.1145/2750858.2807524,Activity data collection; Annotation; Field experiment; Ground truth; Label; Transportation; Wearable camera
10.2383/82482,Cities; Citizen Science; Emotions; Natural Language Processing.; Social Networks
10.1016/j.aogh.2015.12.009,Mulago Hospital; Uganda; vital signs
10.1002/wsb.571,Aquila chrysaetos; camera trap; citizen science; golden eagle; landscape; migration; monitoring; raptor
10.1016/j.compenvurbsys.2014.12.001,Information extraction; Land use; Machine learning; Points of interest; Volunteered geographic information
10.1016/j.ecoinf.2015.06.010,Data publication; Data sharing; Information technology; Metadata; Open access; Policy
10.1186/s12968-015-0182-5,
10.5194/isprsannals-II-3-W5-345-2015,Quality evaluation; Quality indicators; Quality measures; Spatial data quality; VGI
10.5194/isprsannals-II-3-W5-179-2015,Accessibility; Data Quality; Geocrowdsourcing; Semantics; Transitory Obstacles
10.5194/isprsannals-II-3-W5-211-2015,Classification; Spatial Data Mining; Spatial Data Quality; Volunteered Geographic Information (VGI)
10.5194/isprsannals-II-3-W5-297-2015,Coverage; Land Cover Map Creation; Land Cover Map Validation; OpenStreetMap (OSM); Volunteered Geographic Information (VGI)
10.5194/isprsannals-II-3-W5-219-2015,Citizen sensors; Classification accuracy; Neogeography; Volunteered geographic information (VGI)
10.5194/isprsannals-II-3-W5-339-2015,Citizen Science; Contributors; VGI
10.5194/isprsannals-II-3-W5-317-2015,Citizen Science; Crowd-sourcing; Data Quality; National Mapping Agency (NMA); Volunteered Geographic Information (VGI)
10.1109/ICSE.2015.187,Citizen science; Cyber crime; Ethics; Software in society
10.1007/s00704-014-1218-8,
10.5194/isprsannals-II-4-W2-87-2015,
10.1002/geo2.10,crowdsourcing; epistemology; geographical information; volunteered geographical information (VGI)
10.1016/j.gecco.2015.07.013,Conservation science; Early career scientist; Interdisciplinary; Relevance in research
10.1109/MCSE.2015.67,citizen science; mobile application; participatory sensing; plastic pollution; scientific computing
10.1016/j.annepidem.2015.03.005,Adolescents; Asthma; Community-based participatory research; Data quality; Environmental health; Livestock; Longitudinal studies; Wheezing
10.1016/j.pmcj.2014.12.007,Mobile computing; Privacy; Traffic monitoring
10.1016/j.cageo.2015.04.001,Application case; Flood risk management; Interoperability standards; Spatial decision support system; Volunteered geographic information; Wireless sensor network
10.1016/j.marpol.2015.03.011,Citizen science; Environmental health; Local knowledge; Marine spatial planning; Public participation; Stakeholder engagement
10.5194/isprsarchives-XL-4-W7-11-2015,GeoSPARQL; PGIS; Spatial reasoning; Spatial relations; Urban patterns; Urban planning
10.5194/isprsarchives-XL-4-W7-23-2015,GIS; Mobile; Three-dimensional; Virtual globe; Volunteered Geographic Information; Web based
10.1007/s00500-014-1303-z,Classification; Consensus score; Correlation; Crowdsourced annotation tasks; Evolutionary computation; Evolutionary optimiser; Image classification; Image clump; Internet; Microscopy; Pattern clustering; Ranking; Scoring; Web-based citizen science
10.1371/journal.pone.0129995,
10.1038/sdata.2015.26,
10.1890/13-2366.1,Abies spp.; Boreal forest; Choristoneura fumiferana; Climate warming; Forest productivity; Multitrophic interactions; Phenological synchrony; Picea spp.; Spruce budworm outbreak
10.1145/2740908.2743051,Citizen science; Crowdsourcing; Intervention strategies; Peer production
10.1145/2740908.2741994,
10.1145/2740908.2743973,Information cascades; Information theory; Social machines; Sociotechnical systems
10.1007/s10531-014-0856-6,Conservation; GPS-tracking; La Malinche National Park; Local knowledge; Participatory research
10.1145/2702613.2702646,Citizen science; Crowdsourcing; Game analytics; Games for science; Games with a purpose; Gamification; Mapping principle; Research ethics
10.1145/2702123.2702170,
10.1145/2702123.2702378,Citizen science; Data collection; Mobile technology; Nonprofit organizations; Public participation
10.1145/2702123.2702354,Automation; Biology; Cloud computing; Cloud experimentation; Cloud lab; Education; Remote experimentation
10.1080/10934529.2015.992678,Data transparency; environmental governance; oil and gas extraction; public participation; unconventional drilling
10.1007/s00484-014-0854-0,Cherry blossom; Climate reconstruction; Edo (Tokyo); Phenology; Prunus jamasakura; Solar variation
10.1007/s10826-014-9917-4,Association; Autism spectrum conditions; Case study research; Diagnosis; Family; Interpretative phenomenological analysis
10.1016/j.sste.2015.04.003,Big data; Data warehouse; Google Earth; MHealth; Spatial data; Volunteered geographic information
10.1016/j.landusepol.2014.11.014,Conservation planning; Crowd-sourcing; PPGIS; Spatial accuracy; Spatial data quality
10.1016/j.mad.2015.05.007,Batch effects; Data cleaning; Data visualization; Missing data; Outliers
10.1093/biosci/biu217,adaptive management; community-based conservation; education; public engagement; Public participation in science
10.1016/j.neuroimage.2014.10.055,Alpha wave; Electromagnetic simulation; Simultaneous EEG-fMRI; Ultra-high field; Visual evoked potential
10.1007/978-3-319-17738-0_25,Crowdsourcing; Geodesign; Volunteered geographic information
10.1007/978-3-319-17738-0_20,Citizen science; Collaborative mapping; Map design
10.1186/s40985-015-0004-1,Ethics; Public health; Values
10.3391/mbi.2015.6.2.12,App; Biological recording; Citizen science; Data management; Early warning; Technology
10.5194/isprsarchives-XL-1-W5-63-2015,Address matching; Literal matching; Semantic integration; Semantic Web
10.5194/isprsarchives-XL-1-W5-169-2015,Completeness; Data quality; Positional accuracy; Quality assessment; Volunteered geographical information (VGI)
10.1007/s11096-014-0061-4,Community pharmacy; Qualitative research; Research methods
10.1177/0017896915574556,Diabetes; empowerment; group-based patient education; participation; patient education
10.5194/isprsarchives-XL-3-W3-71-2015,Citizen science; Geo-Wiki; Land cover; Semantics; VGI
10.1007/978-3-319-16787-9_4,Engineering applications; Spatial data and service sharing; Volunteered geographic information
10.1109/ICCSA.2015.15,Case Studies Comparison; PPGIS; Urban Planning; VGI
10.1007/978-3-319-16787-9_5,
10.3732/ajb.1500237,Climate change; Climate variability; Herbarium specimens; Museum collections; Phenology
10.1080/10095020.2015.1071065,geographic data; node-based matching; OpenStreetMap (OSM); pattern detection; segment-based matching; Swedish National Road Database (NVDB); volunteered geographic information (VGI)
10.1590/S1982-21702015000300026,Brazilian geospatial metadata profile; Brazilian spatial data infrastructure; Volunteered geographic information
10.1179/1752270615Y.0000000008,Crowdsourcing; QLD floods; SDI; SIM automation; Ushahidi
10.2981/wlb.00019,
10.11113/jt.v75.5281,Flood hazard mapping; Volunteered geographic information (VGI); Web 2.0
10.1007/s00484-014-0846-0,Climate change; Flowering; Herbarium; Phenology; Southeastern USA
10.1093/aobpla/plv026,Brassica rapa; Climate change; Drought; Gene flow; Phenological isolation; Population structure; Resurrection study
10.1108/TG-03-2014-0008,Comparative research; Open data; Open data policies; Open government; Policy analysis; Policy comparison
10.5194/isprsarchives-XL-6-W1-9-2015,American Red Cross; Ebola; Humanitarian Openstreetmap Team; OSM; Volunteered geographic information
10.1007/978-3-319-18368-8_3,
10.3402/gha.v8.24271,Health system strengthening; Kangaroo mother care; Maternal care; Neonatal mortality; Newborn care; Uganda
10.3390/s150612242,Air quality monitoring; Cooperative system; Participatory sensing; Urban sensing
10.1080/13658816.2014.997238,conflation; crowdsourcing; data enrichment; pattern mining; road networks
10.5194/isprsarchives-XL-7-W3-1221-2015,Citizen science; Disaster mapping; Earth observation; Forest biomass; Water quality
10.1177/0894439314545316,children; data quality; gamification; web surveys
10.1080/15420353.2015.1009609,crowdsourcing; ethical issues; privacy; reverse geocoding; volunteered geographic information
10.1080/08941920.2014.933929,attitude; experience; hunting; nonhunter; public support; resource utilization; urbanization; utilitarian; venison; wildlife management
10.2981/wlb.00062,
10.1145/2630074,Energy efficiency; Event boundary detection; Participatory sensing
10.1111/1365-2656.12328,Budburst; Climate change; Cuttings; Leaf quality; Moth; Phenology; Spring; Synchrony; Temperature; Tree
10.1177/1043659614524252,community health workers; community-based participatory research; interdisciplinary collaboration; international research capacity; maternal health; newborn health
